,Unnamed: 0,No.,Email address,Gender,Last Name,First Name,Smoking,Alchohol,Uni,Nationality,School,Major,Habit,Roommate
1549,1549,1549,creamcolored@mac.com,female,Constance,Pandora,no,yes,cp8906,Togo,CBS,Physics,Night Owl,Yes
1550,1550,1550,anemic@outlook.com,male,Spencer,Ina,no,no,si8912,Moldova,CCS,French,Early Bird,Yes
1551,1551,1551,centennial@163.com,male,Bessemer,Truman,yes,no,bt4278,Saint Pierre and Miquelon,GSAPP,Philosophy,Night Owl,Yes
1552,1552,1552,highheeled@gmail.com,female,William,Everley,yes,yes,we7685,Senegal,JTS,Sustainable Development,Early Bird,Yes
1553,1553,1553,dissenting@outlook.com,male,Lambert,Morgan,yes,no,lm8785,Lesotho,GSAPP,Business Management,Night Owl,Yes
1554,1554,1554,premarital@att.net,male,Kit,Bonnie,no,yes,kb4297,Mayotte,BC,American Studies,Early Bird,Yes
1555,1555,1555,tinkling@yahoo.com,female,Franklin,Karen,no,yes,fk9905,Peru,CC,Mechanical Engineering,Night Owl,Yes
1556,1556,1556,scanty@mac.com,female,Rossetti,Salome,yes,no,rs4297,Portugal,SGS,East Asian Studies,Night Owl,Yes
1557,1557,1557,masterly@hotmail.com,male,Eliot,Bishop,yes,no,eb1480,Senegal,CCS,Music,Early Bird,Yes
1558,1558,1558,copious@yahoo.com,female,Bunyan,Les,no,yes,bl7838,Burma,MSPH,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1559,1559,1559,showy@hotmail.com,female,Stone,Anna,no,no,sa6692,Bolivia,SGS,Business Management,Early Bird,Yes
1560,1560,1560,repetitious@icloud.com,male,Carey,Samantha,yes,yes,cs5670,Tokelau,GSAS,Psychology,Early Bird,Yes
1561,1561,1561,premium@icloud.com,female,Josh,Willie,yes,no,jw1013,Bolivia,Medicine,Film & Media Studies,Early Bird,Yes
1562,1562,1562,reflected@yahoo.com,male,Carter,Susie,yes,yes,cs3867,Namibia,TC,Biochemistry,Night Owl,Yes
1563,1563,1563,restful@126.com,male,Nehemiah,Trista,no,no,nt3510,Puerto Rico,CJS,East Asian Studies,Early Bird,Yes
1564,1564,1564,tormented@hotmail.com,female,Paul,Conrad,no,yes,pc1531,Ecuador,JTS,Visual Arts,Night Owl,Yes
1565,1565,1565,sinewy@icloud.com,male,Crane,Elvis,no,no,ce4627,Palau,SEAS,Visual Arts,Early Bird,Yes
1566,1566,1566,weakened@msn.com,male,Frances,Phil,no,yes,fp5726,Navassa Island,Arts,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1567,1567,1567,unprofitable@hotmail.com,female,Hill,Nancy,yes,no,hn7748,Comoros,SGS,History,Early Bird,Yes
1568,1568,1568,feisty@icloud.com,female,Dodd,Rory,no,no,dr3249,Oman,CJS,Mechanical Engineering,Early Bird,Yes
1569,1569,1569,brassy@att.net,male,Babbitt,Gemma,yes,no,bg1359,Singapore,SPS,Modern Languages,Night Owl,Yes
1570,1570,1570,prejudiced@hotmail.com,female,Betsy,Jill,yes,yes,bj1355,Colombia,VCPS,Biochemistry,Early Bird,Yes
1571,1571,1571,lefthand@hotmail.com,male,Edmund,Cora,yes,no,ec6597,Austria,JTS,Chemistry,Early Bird,Yes
1572,1572,1572,coldblooded@mac.com,male,Betty,Bruce,yes,yes,bb8564,Malta,UTS,Business Management,Night Owl,Yes
1573,1573,1573,sworn@sina.com,female,Tom,Morton,no,no,tm5102,Kenya,JTS,English,Night Owl,Yes
1574,1574,1574,galvanized@163.com,female,Leigh,Gail,yes,yes,lg7214,Yemen,CJS,Industrial Engineering & Operations Research,Early Bird,Yes
1575,1575,1575,nonCommunist@outlook.com,female,Macaulay,Magee,no,no,mm3060,Belgium,GSAS,Sustainable Development,Night Owl,Yes
1576,1576,1576,punishable@mac.com,male,Smollett,Lucy,yes,yes,sl7631,Burkina Faso,SPS,Anthropology,Early Bird,Yes
1577,1577,1577,sundry@att.net,male,Malthus,Arlene,yes,yes,ma1029,Greenland,CC,Biochemistry,Night Owl,Yes
1578,1578,1578,welleducated@sina.com,female,Whittier,Bing,yes,yes,wb4865,Pitcairn Islands,JTS,Business Management,Night Owl,Yes
1579,1579,1579,bleary@126.com,male,Mathilda,Donna,yes,yes,md7129,Afghanistan,Nursing,Chemical Engineering,Night Owl,Yes
1580,1580,1580,bilingual@hotmail.com,female,Louie,Faithe,no,yes,lf1803,Bulgaria,SIPA,Comparative Literature & Society,Night Owl,Yes
1581,1581,1581,desultory@163.com,male,Needham,Caroline,no,yes,nc1999,Netherlands,CLS,"Middle Eastern, South Asian, African Studies",Night Owl,Yes
1582,1582,1582,unperturbed@qq.com,female,Kingsley,Linda,no,yes,kl5598,Lithuania,CLS,Environmental Biology and Evolutionary Biology of the Human Species,Early Bird,Yes
1583,1583,1583,aimless@msn.com,male,Newton,Newman,no,yes,nn4505,Ethiopia,CLS,English,Early Bird,Yes
1584,1584,1584,lowerclass@126.com,female,Asheley,Ruby,yes,no,ar2528,Namibia,CC,Earth & Environmental Engineering,Night Owl,Yes
1585,1585,1585,tortuous@icloud.com,male,Gilbert,Myron,no,yes,gm1554,Djibouti,CJS,Electrical Engineering,Early Bird,Yes
1586,1586,1586,allegorical@hotmail.com,female,Maugham,Ophelia,yes,yes,mo2595,Turkey,GSAPP,Neuroscience & Behavior,Night Owl,Yes
1587,1587,1587,oversize@gmail.com,male,Orlando,Baron,no,yes,ob8688,Cambodia,Medicine,East Asian Studies,Early Bird,Yes
1588,1588,1588,blackhaired@icloud.com,male,Chaplin,Colin,yes,yes,cc2284,Trinidad and Tobago,CCS,Mechanical Engineering,Night Owl,Yes
1589,1589,1589,lacy@163.com,male,Susan,Yale,yes,yes,sy9396,Swaziland,SEAS,Anthropology,Night Owl,Yes
1590,1590,1590,hurtful@icloud.com,female,Freeman,Darnell,no,yes,fd6437,Morocco,CC,French,Night Owl,Yes
1591,1591,1591,correctional@gmail.com,male,Faraday,Omar,yes,yes,fo7004,Saint Kitts and Nevis,VCPS,Electrical Engineering,Night Owl,Yes
1592,1592,1592,aspiring@gmail.com,male,Jerome,Ternence,no,yes,jt9626,Hungary,SGS,Chemistry,Night Owl,Yes
1593,1593,1593,timeconsuming@sina.com,male,Bruce,Tim,no,yes,bt8758,Moldova,UTS,Electrical Engineering,Early Bird,Yes
1594,1594,1594,manipulative@hotmail.com,female,Antoinette,Martina,no,no,am2107,Antigua and Barbuda,SEAS,Mathematics,Early Bird,Yes
1595,1595,1595,seismic@126.com,male,Malory,Robin,no,yes,mr5911,Burma,MSPH,Biochemistry,Night Owl,Yes
1596,1596,1596,premarital@sina.com,female,Barrett,Henry,yes,yes,bh5795,Gambia,SGS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1597,1597,1597,unsettled@outlook.com,male,Antonia,Gilbert,no,no,ag8494,Canada,MSPH,Political Science,Early Bird,Yes
1598,1598,1598,healthful@mac.com,male,Jefferson,Grover,yes,no,jg8350,French Guiana,CC,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1599,1599,1599,apathetic@msn.com,female,MacPherson,Michelle,yes,no,mm6536,India,UTS,Comparative Literature & Society,Night Owl,Yes
1600,1600,1600,kneeling@hotmail.com,female,Shaw,Hedy,yes,yes,sh2996,Czech Republic,CC,Music,Early Bird,Yes
1601,1601,1601,quixotic@gmail.com,female,Julius,Andrea,yes,no,ja2359,Guam,Medicine,Earth & Environmental Engineering,Night Owl,Yes
1602,1602,1602,twin@qq.com,male,Huggins,Hedda,no,yes,hh6670,Brunei,TC,Physics,Night Owl,Yes
1603,1603,1603,unregulated@sina.com,male,Ferguson,Dana,no,yes,fd2709,Cyprus,GSAS,East Asian Studies,Early Bird,Yes
1604,1604,1604,haunting@outlook.com,female,Buckle,Cecilia,yes,no,bc1654,American Samoa,UTS,Political Science,Early Bird,Yes
1605,1605,1605,concomitant@icloud.com,female,Ben,Ruth,yes,no,br5711,Papua New Guinea,Medicine,Modern Languages,Night Owl,Yes
1606,1606,1606,prized@att.net,male,Wilcox,Jonathan,no,yes,wj1346,Saint Vincent and the Grenadines,CJS,Environmental Biology and Evolutionary Biology of the Human Species,Night Owl,Yes
1607,1607,1607,blistering@outlook.com,male,Housman,Jack,no,no,hj5237,Turkey,Nursing,History,Early Bird,Yes
1608,1608,1608,nightmarish@outlook.com,female,Gregory,Mortimer,yes,yes,gm2754,United Arab Emirates,MSPH,Human Rights,Night Owl,Yes
1609,1609,1609,cohesive@hotmail.com,male,Rose,Lawrence,no,yes,rl2863,Paraguay,Arts,Environmental Biology and Evolutionary Biology of the Human Species,Early Bird,Yes
1610,1610,1610,electrostatic@hotmail.com,male,Field,Bill,yes,yes,fb1419,Congo,SPS,Chemistry,Night Owl,Yes
1611,1611,1611,firsthand@msn.com,female,Alice,Heloise,yes,no,ah1987,Chad,SEAS,"Middle Eastern, South Asian, African Studies",Night Owl,Yes
1612,1612,1612,cautionary@outlook.com,male,Addison,Tab,yes,yes,at3655,Benin,CJS,East Asian Studies,Early Bird,Yes
1613,1613,1613,feisty@qq.com,female,Jennings,Adolph,yes,yes,ja6995,Reunion,GSAS,Neuroscience & Behavior,Night Owl,Yes
1614,1614,1614,retroactive@yahoo.com,female,Agnes,Penny,no,yes,ap9223,Faroe Islands,SGS,Art History,Night Owl,Yes
1615,1615,1615,subconscious@gmail.com,male,Clara,Mamie,yes,no,cm9553,Antigua and Barbuda,CCS,Human Rights,Night Owl,Yes
1616,1616,1616,heartening@sina.com,male,Peter,Afra,yes,yes,pa4762,Iran,CJS,Chemical Engineering,Night Owl,Yes
1617,1617,1617,fortuitous@126.com,female,Wyclif,Roderick,no,yes,wr7725,Netherlands,Medicine,Modern Languages,Night Owl,Yes
1618,1618,1618,twodimensional@sina.com,female,Lewis,Norton,no,no,ln2648,Israel,UTS,Mechanical Engineering,Early Bird,Yes
1619,1619,1619,menial@gmail.com,male,Alsop,Murray,no,yes,am6306,Germany,Nursing,Art History,Night Owl,Yes
1620,1620,1620,gratuitous@att.net,male,Moulton,Irma,yes,yes,mi5767,Dominica,Nursing,Visual Arts,Night Owl,Yes
1621,1621,1621,contrived@gmail.com,male,Patrick,Quincy,yes,no,pq7875,Comoros,VCPS,Human Rights,Night Owl,Yes
1622,1622,1622,regulated@sina.com,female,Rhodes,Wayne,no,yes,rw3896,Marshall Islands,CC,Sustainable Development,Early Bird,Yes
1623,1623,1623,veterinary@gmail.com,female,Margery,Beau,no,no,mb5035,Burundi,MSPH,Creative Writing,Early Bird,Yes
1624,1624,1624,steadfast@163.com,male,Zacharias,Neil,no,yes,zn2251,Micronesia,GSAPP,Biomedical Engineering,Early Bird,Yes
1625,1625,1625,spilled@icloud.com,female,Jeremiah,Deirdre,no,no,jd9251,Europa Island,SIPA,Film & Media Studies,Night Owl,Yes
1626,1626,1626,tutoring@yahoo.com,male,North,Ulysses,yes,yes,nu7833,Zambia,SPS,Creative Writing,Early Bird,Yes
1627,1627,1627,disjointed@icloud.com,male,David,Milo,no,no,dm3898,Grenada,Arts,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1628,1628,1628,hallowed@qq.com,female,Woolf,Grace,no,yes,wg5874,Greece,Arts,Creative Writing,Early Bird,Yes
1629,1629,1629,equatorial@yahoo.com,female,Blume,Bess,yes,no,bb7075,Tonga,BC,Art History,Early Bird,Yes
1630,1630,1630,packaged@icloud.com,female,Ferdinand,Dennis,yes,no,fd2742,Paraguay,Medicine,Earth & Environmental Engineering,Early Bird,Yes
1631,1631,1631,helluva@icloud.com,male,Toynbee,Darlene,no,yes,td1119,Morocco,TC,Visual Arts,Early Bird,Yes
1632,1632,1632,material@qq.com,male,Whit,Marguerite,no,no,wm3417,Grenada,GSAS,Biochemistry,Night Owl,Yes
1633,1633,1633,doortodoor@sina.com,female,Copperfield,Crystal,no,yes,cc2420,Canada,MSPH,Anthropology,Early Bird,Yes
1634,1634,1634,additive@qq.com,male,Gunther,Melissa,no,no,gm6910,Puerto Rico,Arts,Mathematics,Night Owl,Yes
1635,1635,1635,abominable@163.com,male,Bernal,Adam,yes,no,ba9302,Armenia,CC,Business Management,Night Owl,Yes
1636,1636,1636,turquoise@msn.com,female,Wat,Sally,yes,yes,ws3700,North Korea,CJS,Sociology,Early Bird,Yes
1637,1637,1637,insubstantial@mac.com,female,Hopkins,Barton,yes,no,hb1129,Lesotho,SIPA,Art History,Night Owl,Yes
1638,1638,1638,defensible@gmail.com,female,Donne,Ada,no,no,da2260,Mayotte,CCS,Industrial Engineering & Operations Research,Early Bird,Yes
1639,1639,1639,militaryindustrial@att.net,female,Dick,Julian,yes,no,dj4834,Bolivia,GSAPP,Chemistry,Early Bird,Yes
1640,1640,1640,selfdestructive@att.net,female,Polly,Yehudi,yes,yes,py6724,British Indian Ocean Territory,SGS,Art History,Early Bird,Yes
1641,1641,1641,goodly@yahoo.com,female,Ward,Wendell,no,no,ww4664,El Salvador,Arts,English,Early Bird,Yes
1642,1642,1642,tantamount@qq.com,male,Thackeray,Hazel,yes,yes,th7542,Burkina Faso,TC,Physics,Early Bird,Yes
1643,1643,1643,blocking@163.com,female,Bill,Berton,yes,no,bb2401,Northern Mariana Islands,GSAPP,"Middle Eastern, South Asian, African Studies",Night Owl,Yes
1644,1644,1644,thermonuclear@163.com,female,Nora,Vivian,yes,yes,nv7364,Falkland Islands,VCPS,Philosophy,Night Owl,Yes
1645,1645,1645,paramilitary@163.com,female,Hutt,Mignon,no,no,hm4179,Tajikistan,Arts,Film & Media Studies,Early Bird,Yes
1646,1646,1646,burnedout@gmail.com,female,Saxton,Armand,yes,yes,sa2720,Marshall Islands,CC,French,Night Owl,Yes
1647,1647,1647,entrenched@yahoo.com,male,Clarke,Emily,yes,no,ce8705,Netherlands,Medicine,Music,Night Owl,Yes
1648,1648,1648,longawaited@gmail.com,female,Humphrey,Emmanuel,no,yes,he9476,Anguilla,BC,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1649,1649,1649,fetid@msn.com,male,Victor,Muriel,yes,no,vm7645,Guatemala,SPS,Visual Arts,Early Bird,Yes
1650,1650,1650,extracurricular@msn.com,male,Arabella,Augustine,yes,no,aa8794,Jordan,CC,"Middle Eastern, South Asian, African Studies",Night Owl,Yes
1651,1651,1651,absorbing@outlook.com,male,Milne,Emma,no,no,me9811,Kyrgyzstan,CCS,Chemistry,Night Owl,Yes
1652,1652,1652,wellworn@att.net,female,Toby,Gabriel,no,yes,tg5177,Thailand,CCS,Modern Languages,Early Bird,Yes
1653,1653,1653,galvanized@126.com,female,Andrew,Burton,no,no,ab6481,Tanzania,CBS,Music,Early Bird,Yes
1654,1654,1654,wellpublicized@gmail.com,male,Gracie,Moore,no,yes,gm6178,Kyrgyzstan,TC,Anthropology,Night Owl,Yes
1655,1655,1655,hashish@126.com,male,Pitman,Viola,no,yes,pv5368,Europa Island,JTS,Sociology,Early Bird,Yes
1656,1656,1656,postwar@att.net,male,Lawson,Michael,no,yes,lm5448,Bhutan,CLS,"Middle Eastern, South Asian, African Studies",Night Owl,Yes
1657,1657,1657,appreciable@gmail.com,male,John,Will,no,yes,jw4834,Serbia and Montenegro,CLS,Physics,Early Bird,Yes
1658,1658,1658,secondrate@msn.com,male,Leonard,Honey,yes,yes,lh7548,Tonga,SPS,Human Rights,Night Owl,Yes
1659,1659,1659,plaintive@sina.com,female,Edie,Elizabeth,yes,yes,ee5673,Vietnam,VCPS,Sustainable Development,Night Owl,Yes
1660,1660,1660,measurable@att.net,female,Joyce,Olga,no,yes,jo2993,American Samoa,CBS,Music,Night Owl,Yes
1661,1661,1661,garrulous@mac.com,male,Sinclair,Jamie,no,yes,sj6690,Turkey,CCS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Early Bird,Yes
1662,1662,1662,oriental@mac.com,male,Parker,Walter,no,no,pw8288,Switzerland,SEAS,Mathematics,Early Bird,Yes
1663,1663,1663,derisive@gmail.com,male,Scripps,Felix,no,yes,sf9065,Yemen,Medicine,American Studies,Early Bird,Yes
1664,1664,1664,unwrapped@gmail.com,female,Ramsden,Georgia,no,no,rg4583,Bhutan,CLS,Neuroscience & Behavior,Night Owl,Yes
1665,1665,1665,auditory@yahoo.com,female,Nancy,Zero,yes,yes,nz4929,Nigeria,MSPH,American Studies,Early Bird,Yes
1666,1666,1666,negligent@126.com,female,Whittier,Baird,yes,no,wb5490,Bahrain,MSPH,Film & Media Studies,Night Owl,Yes
1667,1667,1667,decreasing@hotmail.com,female,Montgomery,Will,yes,no,mw4865,Finland,SPS,American Studies,Night Owl,Yes
1668,1668,1668,crawling@qq.com,female,Gaskell,Mavis,yes,yes,gm5627,Mauritania,GSAS,Art History,Night Owl,Yes
1669,1669,1669,methodological@qq.com,female,Nora,Meredith,yes,no,nm9801,Bahrain,TC,Physics,Night Owl,Yes
1670,1670,1670,possessive@gmail.com,male,Wheeler,Barlow,yes,no,wb2457,Jordan,Nursing,English,Early Bird,Yes
1671,1671,1671,dissimilar@126.com,female,Graham,Oliver,no,yes,go2148,Lesotho,Arts,Philosophy,Early Bird,Yes
1672,1672,1672,uncaring@126.com,male,Holt,Toby,no,no,ht6885,Albania,GSAS,Psychology,Early Bird,Yes
1673,1673,1673,expedient@hotmail.com,female,Gunther,Donald,no,no,gd5593,Turkey,CC,Comparative Literature & Society,Night Owl,Yes
1674,1674,1674,longterm@yahoo.com,male,Bobby,Payne,no,no,bp3664,Cook Islands,CBS,French,Early Bird,Yes
1675,1675,1675,yearend@outlook.com,female,Wright,Jeffrey,yes,no,wj9318,Burma,Nursing,Biochemistry,Early Bird,Yes
1676,1676,1676,brighteyed@sina.com,female,Reynolds,Kerwin,yes,no,rk5407,Saint Lucia,Medicine,Music,Night Owl,Yes
1677,1677,1677,shameless@hotmail.com,male,Boyle,Genevieve,no,yes,bg7929,Moldova,SGS,East Asian Studies,Early Bird,Yes
1678,1678,1678,prostrate@qq.com,male,Jeremy,Evangeline,no,no,je6701,Argentina,CBS,Psychology,Early Bird,Yes
1679,1679,1679,inane@126.com,male,Butler,Olivia,yes,no,bo9877,Czech Republic,CBS,French,Night Owl,Yes
1680,1680,1680,coercive@mac.com,male,Byron,Humphrey,yes,no,bh1996,Virgin Islands,SIPA,East Asian Studies,Early Bird,Yes
1681,1681,1681,rowdy@att.net,female,Johnson,Flora,yes,yes,jf7241,Nicaragua,SIPA,Earth & Environmental Engineering,Early Bird,Yes
1682,1682,1682,sponsored@mac.com,female,Agnes,Hobart,yes,no,ah8555,Bangladesh,Nursing,Comparative Literature & Society,Early Bird,Yes
1683,1683,1683,postwar@gmail.com,female,Rossetti,Mary,no,no,rm1374,Argentina,MSPH,American Studies,Night Owl,Yes
1684,1684,1684,hardworking@hotmail.com,female,Beaufort,Anastasia,yes,no,ba8151,Mauritius,SIPA,"Middle Eastern, South Asian, African Studies",Night Owl,Yes
1685,1685,1685,crossed@icloud.com,female,Cotton,Lionel,no,yes,cl5766,Montserrat,SSW,Mechanical Engineering,Early Bird,Yes
1686,1686,1686,seismic@mac.com,female,Motley,Molly,yes,no,mm5852,Bahrain,CLS,History,Night Owl,Yes
1687,1687,1687,stoned@outlook.com,male,Wylde,Virgil,yes,no,wv4231,Sudan,CJS,Biology,Early Bird,Yes
1688,1688,1688,rheumatic@hotmail.com,female,Nelson,Sherry,yes,no,ns7784,Bangladesh,CLS,English,Night Owl,Yes
1689,1689,1689,intoxicating@msn.com,female,Clare,Norma,no,no,cn8418,Botswana,GSAS,American Studies,Early Bird,Yes
1690,1690,1690,unwritten@yahoo.com,female,Hewlett,Hugh,yes,yes,hh8965,Cameroon,Arts,Human Rights,Early Bird,Yes
1691,1691,1691,galactic@sina.com,female,Tobias,Solomon,yes,yes,ts3690,Sierra Leone,GSAS,Biochemistry,Night Owl,Yes
1692,1692,1692,menial@mac.com,female,Isaiah,Greg,yes,no,ig4356,Argentina,GSAS,Biomedical Engineering,Night Owl,Yes
1693,1693,1693,stored@gmail.com,male,Acheson,Bob,yes,yes,ab7803,Syria,SGS,Music,Night Owl,Yes
1694,1694,1694,hydroelectric@gmail.com,male,Barnard,Beryl,no,yes,bb4043,Niger,SGS,French,Night Owl,Yes
1695,1695,1695,nofault@126.com,female,David,Marjorie,yes,no,dm1616,Belgium,MSPH,Political Science,Night Owl,Yes
1696,1696,1696,passable@icloud.com,male,Cromwell,Carl,yes,yes,cc7647,Suriname,BC,Mechanical Engineering,Early Bird,Yes
1697,1697,1697,bigtime@sina.com,male,Ann,Peter,no,no,ap7795,Libya,SIPA,Physics,Night Owl,Yes
1698,1698,1698,decorous@126.com,female,Richardson,Hilda,no,no,rh7706,Netherlands,CCS,History,Early Bird,Yes
1699,1699,1699,unfathomable@gmail.com,female,Birrell,Tyrone,yes,yes,bt9808,Saudi Arabia,TC,East Asian Studies,Night Owl,Yes
1700,1700,1700,supplementary@gmail.com,female,Blume,Sabina,no,yes,bs9133,Italy,CC,Human Rights,Night Owl,Yes
1701,1701,1701,sorrowful@gmail.com,female,Betty,Beatrice,yes,no,bb6221,Congo,SIPA,Anthropology,Night Owl,Yes
1702,1702,1702,reflected@mac.com,female,Rose,Jack,yes,yes,rj8512,Norfolk Island,SSW,Computer Science,Night Owl,Yes
1703,1703,1703,pedagogical@mac.com,female,Babbitt,Marshall,no,no,bm2437,Juan de Nova Island,SEAS,Philosophy,Early Bird,Yes
1704,1704,1704,overturned@mac.com,female,Jones,Allen,no,no,ja5705,Madagascar,GSAS,Biochemistry,Early Bird,Yes
1705,1705,1705,aggrieved@icloud.com,male,Joseph,Avery,no,yes,ja5696,Panama,JTS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1706,1706,1706,consuming@outlook.com,female,Romeo,Bernie,yes,yes,rb9040,Libya,CLS,Music,Night Owl,Yes
1707,1707,1707,halting@icloud.com,female,Christiana,Vito,yes,yes,cv2806,Liberia,TC,History,Night Owl,Yes
1708,1708,1708,disdainful@outlook.com,female,Fowler,Helen,no,no,fh8855,Jersey,CLS,Computer Science,Night Owl,Yes
1709,1709,1709,biographical@yahoo.com,male,Sally,Jill,yes,yes,sj6937,Kiribati,JTS,Business Management,Night Owl,Yes
1710,1710,1710,airtight@163.com,female,Gardner,Emily,no,no,ge2491,China,CC,Film & Media Studies,Early Bird,Yes
1711,1711,1711,culinary@mac.com,female,Francis,Bevis,yes,yes,fb1658,Saint Vincent and the Grenadines,SGS,Physics,Night Owl,Yes
1712,1712,1712,prized@163.com,female,Arabella,Tess,yes,yes,at7295,Georgia,SEAS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1713,1713,1713,leaded@yahoo.com,female,Isaiah,Beau,yes,no,ib6259,Barbados,SGS,French,Night Owl,Yes
1714,1714,1714,monolithic@gmail.com,female,Geoffrey,Victoria,yes,yes,gv4233,Saudi Arabia,TC,Biology,Night Owl,Yes
1715,1715,1715,interchangeable@msn.com,female,Dupont,Bill,no,yes,db7458,Liechtenstein,SGS,Anthropology,Night Owl,Yes
1716,1716,1716,hornrimmed@outlook.com,male,Fanny,Dean,no,no,fd3905,Sri Lanka,CBS,English,Early Bird,Yes
1717,1717,1717,thatched@gmail.com,male,Smollett,Jeff,no,no,sj1890,Russia,VCPS,American Studies,Early Bird,Yes
1718,1718,1718,unparalleled@gmail.com,female,Turner,Yvonne,no,no,ty6972,Tanzania,TC,Creative Writing,Night Owl,Yes
1719,1719,1719,feisty@hotmail.com,male,Hughes,Cecilia,yes,no,hc7049,Norfolk Island,Nursing,History,Night Owl,Yes
1720,1720,1720,forgiving@qq.com,female,Haydn,Newman,yes,yes,hn2595,Panama,UTS,Neuroscience & Behavior,Early Bird,Yes
1721,1721,1721,unwieldy@gmail.com,male,Victor,Donna,no,no,vd1109,Guadeloupe,BC,Film & Media Studies,Early Bird,Yes
1722,1722,1722,grilled@gmail.com,female,Maud,Marina,no,no,mm7008,Vanuatu,SPS,Comparative Literature & Society,Night Owl,Yes
1723,1723,1723,puritanical@hotmail.com,female,Joule,Phyllis,yes,yes,jp9470,Lesotho,SSW,History,Early Bird,Yes
1724,1724,1724,squeaky@gmail.com,male,Flower,Pandora,yes,yes,fp9872,Hungary,Arts,English,Night Owl,Yes
1725,1725,1725,darting@msn.com,male,Eleanor,Neil,yes,yes,en4328,Solomon Islands,SPS,French,Early Bird,Yes
1726,1726,1726,invulnerable@yahoo.com,male,Esther,Quincy,no,yes,eq2981,Maldives,GSAPP,Biochemistry,Night Owl,Yes
1727,1727,1727,undisputed@att.net,male,Wylde,Vita,yes,yes,wv8514,Cook Islands,CCS,Electrical Engineering,Early Bird,Yes
1728,1728,1728,sevenyearold@126.com,female,Lewis,Miles,yes,no,lm4047,Samoa,SSW,Business Management,Early Bird,Yes
1729,1729,1729,intrusive@gmail.com,female,Gus,Roderick,yes,yes,gr3033,Coral Sea Islands,UTS,Sustainable Development,Night Owl,Yes
1730,1730,1730,jerky@sina.com,male,Kelvin,Sean,no,yes,ks1201,Pakistan,Medicine,Biomedical Engineering,Early Bird,Yes
1731,1731,1731,fragmentary@gmail.com,female,Malthus,Wayne,yes,yes,mw1533,Laos,SPS,Art History,Night Owl,Yes
1732,1732,1732,lefthand@msn.com,female,Toynbee,Marvin,yes,no,tm4584,Juan de Nova Island,SSW,French,Night Owl,Yes
1733,1733,1733,maimed@msn.com,female,Moll,Cynthia,no,no,mc5802,South Africa,JTS,Biology,Night Owl,Yes
1734,1734,1734,impure@gmail.com,female,Eisenhower,Darcy,no,no,ed4850,Tonga,CCS,Visual Arts,Early Bird,Yes
1735,1735,1735,prep@126.com,male,Veblen,Bard,no,yes,vb5971,Antigua and Barbuda,BC,Modern Languages,Night Owl,Yes
1736,1736,1736,correctional@att.net,female,Sassoon,Lawrence,no,no,sl3252,Eritrea,SGS,Chemistry,Night Owl,Yes
1737,1737,1737,welltrained@gmail.com,female,Augustus,Benson,no,no,ab5268,Malaysia,UTS,Business Management,Night Owl,Yes
1738,1738,1738,comprehensible@gmail.com,male,Dewey,Douglas,no,yes,dd1581,Moldova,CBS,Art History,Early Bird,Yes
1739,1739,1739,unsavory@163.com,male,Scripps,Zoe,no,no,sz6886,Malawi,GSAS,"Applied Physics & Applied Mathematics, with Materials Science and Engineeringoption>",Night Owl,Yes
1740,1740,1740,instructional@hotmail.com,male,William,Payne,no,yes,wp8523,Czech Republic,GSAPP,Philosophy,Early Bird,Yes
1741,1741,1741,antagonistic@sina.com,female,Morton,Christopher,no,yes,mc7215,Cook Islands,CC,Economics,Early Bird,Yes
1742,1742,1742,overthecounter@126.com,female,Congreve,Genevieve,yes,yes,cg2674,Malawi,Medicine,Economics,Early Bird,Yes
1743,1743,1743,scented@mac.com,female,Wilhelmina,Winifred,yes,yes,ww5002,Andorra,UTS,Human Rights,Early Bird,Yes
1744,1744,1744,prostrate@mac.com,male,Morley,Cheryl,no,yes,mc8317,French Polynesia,BC,Modern Languages,Night Owl,Yes
1745,1745,1745,congenital@163.com,female,Bartholomew,Rose,yes,no,br3896,Kazakhstan,GSAPP,Art History,Night Owl,Yes
1746,1746,1746,bloodless@att.net,male,Collins,Clark,yes,no,cc3662,India,CJS,Environmental Biology and Evolutionary Biology of the Human Species,Early Bird,Yes
1747,1747,1747,psychoanalytic@gmail.com,male,Chaucer,Gene,yes,yes,cg8494,Svalbard,SEAS,Sustainable Development,Early Bird,Yes
1748,1748,1748,doubledigit@gmail.com,male,Harold,Griffith,no,no,hg2643,Liechtenstein,Arts,Political Science,Night Owl,Yes
1749,1749,1749,unfettered@126.com,female,Hicks,Marshall,yes,no,hm4244,Kenya,MSPH,American Studies,Night Owl,Yes
